,r2_train,r2_test,rmse_test,mae_test,overfit_gap,n_estimators_used
Total Cost,0.9989795777552825,0.9978103452649723,49.40209212526183,36.51179540570036,0.0011692324903102014,1000.0
Total Mitigation,0.9982538191188295,0.9958642834047461,7.7293722516635945,5.39542907455003,0.0023895357140834017,1000.0
Total Removal,0.9981866626088262,0.9955696954252815,7.337523443702107,5.064415759233244,0.0026169671835446495,1000.0
