,r2_train,r2_test,rmse_test,mae_test,overfit_gap,n_estimators_used
Total Cost,0.9989786992566801,0.997575610386954,33.79062503428817,23.56524304155353,0.0014030888697261767,1000.0
Total Mitigation,0.9976887427116776,0.9917597158806664,13.440724283612075,7.948394833483578,0.005929026831011264,1000.0
Total Removal,0.9976018854545818,0.9918674522938913,13.029219094627317,7.897324986844096,0.005734433160690555,1000.0
