parameter,importance,importance_pct
discrate,0.5815963470023227,58.15963470023227
econdampct,0.3811519816988854,38.115198169888544
tcre,0.028433152109076758,2.843315210907676
costremovlow,0.004271971883598006,0.4271971883598006
costremovpeak,0.0020112147278049802,0.20112147278049802
costmitiglow,0.001551932131857516,0.1551932131857516
costmitigpeak,0.0009834004464547757,0.09834004464547756
