parameter,importance,importance_pct
costremovlow,0.49421392514057344,49.421392514057345
tcre,0.2491790376063292,24.91790376063292
econdampct,0.09593500783439322,9.593500783439323
costremovpeak,0.05517952291606182,5.517952291606182
costmitiglow,0.05113031668115748,5.113031668115748
discrate,0.03888397471048251,3.888397471048251
costmitigpeak,0.01547821511100221,1.547821511100221
