parameter,importance,importance_pct
costremovlow,0.43237986744930046,43.23798674493005
tcre,0.33943995628254314,33.943995628254314
econdampct,0.08720988525996644,8.720988525996644
costremovpeak,0.04722395674066326,4.722395674066326
costmitiglow,0.04543207514013649,4.543207514013649
discrate,0.03461812829832436,3.461812829832436
costmitigpeak,0.013696130829065935,1.3696130829065936
