label,effect,scaled effect,lower,upper
tcre,0.04209255953718583,0.04210718210213549,0.040990508524739185,0.043067020611253
costmitigunit,0.1140312258952969,0.11407083928600718,0.11257005007847087,0.11557386603952642
costremovunit,0.010771109470046222,0.010774851253618836,0.010080952204793837,0.01143304351106595
econdampct,0.01792459537460254,0.017930822212859545,0.017454528999333734,0.018442510253756286
discrate,0.8148332396321228,0.8151163051453789,0.8134877616462788,0.8169454399695977
