label,effect,scaled effect,lower,upper
tcre,0.04209255953718583,0.04210718210213549,0.04103132800717266,0.04311181198926606
costmitigunit,0.1140312258952969,0.11407083928600718,0.11257083293226294,0.11556010717380562
costremovunit,0.010771109470046222,0.010774851253618836,0.01010815902479909,0.011436843959481729
econdampct,0.01792459537460254,0.017930822212859545,0.01740532506115909,0.018430320301409665
discrate,0.8148332396321228,0.8151163051453789,0.8134775977941002,0.8168330534379352
