parameter,importance,importance_pct
tcre,0.23031536753433782,23.031536753433777
econdampct,0.16357769693188573,16.35776969318857
costremovlow,0.13106023080783,13.106023080782997
costremovpeak,0.13069282706393784,13.069282706393782
discrate,0.12917328908734058,12.917328908734055
costmitigpeak,0.10775226304830633,10.77522630483063
costmitiglow,0.10742832552636179,10.742832552636177
