derived_labels,index,lower,upper
costmitigunit,0.02185719175568999,0.02053086339242818,0.023084993059888603
costmitigunit_costremovunit,0.00020951005867884506,0.00010466645612156057,0.0003584596163116161
costmitigunit_costremovunit_discrate,0.00030284988254554603,0.00020655080509842326,0.0004405366131624422
costmitigunit_discrate,0.017764576699934084,0.01680215194312482,0.018641959496628318
costremovunit,0.000691826954110567,0.00048492571889992156,0.0009078869085059946
costremovunit_discrate,0.0019866971931180393,0.0016560016969402085,0.0024023919829944183
discrate,0.676157594446478,0.6726933992930588,0.6792949326671825
econdampct,0.003345589148881111,0.002968323676547601,0.003786623260107206
econdampct_discrate,0.0017736540489075717,0.001482964675909969,0.002137012021764079
tcre,0.14588411266119172,0.14303990368352135,0.14903285738236413
tcre_costmitigunit,0.004585727814363486,0.003951013372696066,0.005208277743528329
tcre_costmitigunit_costremovunit,7.584859550035597e-05,8.689045263190044e-06,0.00018903978463017285
tcre_costmitigunit_discrate,0.003539814584608155,0.003105431424363619,0.003981388091154879
tcre_costremovunit,0.00016365078127578378,6.096522048132913e-05,0.0003019330884917555
tcre_costremovunit_discrate,0.0002723896612046207,0.00015630783111476222,0.00043494825482950764
tcre_discrate,0.11847917147113471,0.11604071022353399,0.12112358285229435
tcre_econdampct,0.0009274726782170656,0.0006805973583460159,0.001212746487094369
tcre_econdampct_discrate,0.0005502741659652795,0.00036337736603868267,0.000791424121860535
