label,effect,scaled effect,lower,upper
tcre,0.20944156636944672,0.20974192674994138,0.20701434327131993,0.21262928520828778
costmitigunit,0.034443270063062886,0.034492665194511496,0.0328861690944077,0.0358245850950241
costremovunit,0.0020887853503970756,0.002091780879763535,0.0017923033314565617,0.002441866572706072
econdampct,0.004879577234431856,0.00488657504150613,0.004394913433207209,0.005421530711673433
discrate,0.7477147535844664,0.7487870521342774,0.7458317968115286,0.7516200248743851
