label,effect,scaled effect,lower,upper
tcre,0.20944156636944672,0.20974192674994138,0.20688628454933347,0.21238861077874072
costmitigunit,0.034443270063062886,0.034492665194511496,0.03307903999317448,0.03578339277907925
costremovunit,0.0020887853503970756,0.002091780879763535,0.0017911232905909202,0.002429984961387707
econdampct,0.004879577234431856,0.00488657504150613,0.00439495147188346,0.005437320617949008
discrate,0.7477147535844664,0.7487870521342774,0.7460394289925261,0.7516001994226457
