label,effect,scaled effect
tcre,0.09870292115909039,0.09981906144217079
costmitigunit,0.004911236926276143,0.00496677357411591
costremovunit,0.0006749168315612463,0.00068254884340637
econdampct,0.003471438118277926,0.003510693409595856
discrate,0.8810578522453874,0.8910209227307111
