derived_labels,index,lower,upper
costmitigunit,0.0045098061697650465,0.0032828492059698657,0.0060015153122097206
costmitigunit_discrate,0.0013864417795872801,0.000816800926764978,0.0020378064225117162
costmitigunit_econdampct,0.00038423230190206734,8.027987513197605e-05,0.0009253160152733834
costmitigunit_econdampct_discrate,0.0004855581662050167,5.4878403728496176e-05,0.0010913439943876513
costremovunit_discrate,0.00024629454756570495,5.142803041712743e-06,0.00068621924577313
costremovunit_econdampct,0.00015856102679831543,-1.6205489195725932e-05,0.00048576603988693707
discrate,0.8626953992033628,0.8557956962688328,0.8691952333341852
econdampct,0.0027701088720945522,0.0018610475908718517,0.0038647005845044045
econdampct_discrate,0.001928839076195611,0.0010983484291236768,0.00298073427510154
tcre,0.08024702204094558,0.07533603878291517,0.08563517167712582
tcre_costmitigunit,0.0002296074469368957,-1.1416041829600317e-07,0.0006367310530512381
tcre_costmitigunit_costremovunit_econdampct,0.0005470760844855186,8.58637160691695e-05,0.0012844492798701297
tcre_costmitigunit_discrate,0.00021625108060815,-1.0127836749207432e-05,0.0005902175453488307
tcre_costmitigunit_econdampct_discrate,0.00025478593608972943,1.4066084176145733e-05,0.0006771557090277426
tcre_discrate,0.03548422644077475,0.03260344748869439,0.03844944886216352
