derived_labels,index,lower,upper
costmitigunit,0.02185719175568999,0.020712618683218633,0.023065576197008584
costmitigunit_costremovunit,0.00020951005867884506,0.00010674907762756603,0.0003504109456543592
costmitigunit_costremovunit_discrate,0.00030284988254554603,0.00020487811241116488,0.0004352383557892231
costmitigunit_discrate,0.017764576699934084,0.016795392299021234,0.01863299378567554
costremovunit,0.000691826954110567,0.0004931141303923063,0.0009022160798683424
costremovunit_discrate,0.0019866971931180393,0.0016690425955285843,0.002388366054925491
discrate,0.676157594446478,0.6729708511554657,0.6793939539888938
econdampct,0.003345589148881111,0.002971177570650013,0.0037846264725469596
econdampct_discrate,0.0017736540489075717,0.0014724969047593638,0.0021437836638830503
tcre,0.14588411266119172,0.14281973728487043,0.14869510601930042
tcre_costmitigunit,0.004585727814363486,0.003996627039075238,0.00525836491796532
tcre_costmitigunit_costremovunit,7.584859550035597e-05,1.3139084250461219e-05,0.00018312525019199133
tcre_costmitigunit_discrate,0.003539814584608155,0.0031066215254629613,0.004015352772289156
tcre_costremovunit,0.00016365078127578378,6.696815585473983e-05,0.00030725639406684936
tcre_costremovunit_discrate,0.0002723896612046207,0.00015962035634300826,0.0004382861167613995
tcre_discrate,0.11847917147113471,0.11601184775699033,0.12113650185277637
tcre_econdampct,0.0009274726782170656,0.000699437310995974,0.0011842634760842227
tcre_econdampct_discrate,0.0005502741659652795,0.0003615236801775099,0.0007923515945083165
