label,effect,scaled effect,lower,upper
tcre,0.20944156636944672,0.20974192674994138,0.20687017388073164,0.21256099174668425
costmitigunit,0.034443270063062886,0.034492665194511496,0.03286155144404413,0.03589669216117333
costremovunit,0.0020887853503970756,0.002091780879763535,0.0018094523132776274,0.002469488645350543
econdampct,0.004879577234431856,0.00488657504150613,0.00438701576973847,0.005442140752701656
discrate,0.7477147535844664,0.7487870521342774,0.7460279070291382,0.7516941206126309
