parameter,importance,importance_pct
econdampct,0.1700680030760532,17.006800307605317
costremovlow,0.1460575491300148,14.605754913001482
costremovpeak,0.14302732653169187,14.302732653169187
discrate,0.14275695448964143,14.275695448964143
costmitiglow,0.13632810711743082,13.632810711743081
tcre,0.13540593472615256,13.540593472615257
costmitigpeak,0.1263561249290152,12.63561249290152
