label,effect,scaled effect,lower,upper
tcre,0.09837648818348127,0.09921543303276972,0.09445846870111804,0.10449629517654366
costmitigunit,0.00594434885472637,0.005995041667065281,0.0044110936314279686,0.007944183130861733
costremovunit,0.0003391968083033899,0.0003420894447501236,8.825658617475196e-05,0.0006597388070744113
econdampct,0.0043682433017547,0.004405495243617179,0.0029387568833448533,0.006076355219012356
discrate,0.8825159330250512,0.8900419406117976,0.8843664817702847,0.8957244678824784
