label,effect,scaled effect,lower,upper
tcre,0.04209255953718583,0.04210718210213549,0.041064748852107515,0.043084482220991795
costmitigunit,0.1140312258952969,0.11407083928600718,0.11253391349088854,0.11542462412699656
costremovunit,0.010771109470046222,0.010774851253618836,0.010162191795022821,0.011463419737538857
econdampct,0.01792459537460254,0.017930822212859545,0.017448133244085774,0.018457409046392495
discrate,0.8148332396321228,0.8151163051453789,0.8135116765617542,0.8169040999881214
