label,effect,scaled effect,lower,upper
tcre,0.20944156636944672,0.20974192674994138,0.2070160070254976,0.2123575455705714
costmitigunit,0.034443270063062886,0.034492665194511496,0.033001047734511436,0.035728644322898864
costremovunit,0.0020887853503970756,0.002091780879763535,0.0017937135203343788,0.00245550903102368
econdampct,0.004879577234431856,0.00488657504150613,0.004363451830872576,0.0054695209752007685
discrate,0.7477147535844664,0.7487870521342774,0.7462115107831725,0.7515474381994043
